sampno,vehno,year,make,model,fuel,veh_type,fcev_mile_week,fcev_mile_month,fcev_refuel_week,fcev_refuel_month,fcev_refuel_when_1_x,fcev_refuel_when_2_x,fcev_refuel_time,fcev_refuel_wait,fcev_refuel_locations,fcev_refuel_routine,fcev_refuel_routine_4_x,fcev_refuel_distance_1_x,fcev_refuel_distance_2_x,fcev_station_convenience_1,fcev_station_convenience_2,fcev_station_convenience_3,fcev_alternative,fcev_alternative_times_year,fcev_alternative_times_month,fcev_alternative_mode_1,fcev_alternative_mode_2,fcev_alternative_mode_3,fcev_alternative_mode_4,fcev_alternative_mode_5,fcev_alternative_mode_6,fcev_alternative_mode_7,fcev_alternative_mode_8,fcev_alternative_mode_9,fcev_alternative_mode_10,fcev_alternative_mode_11,fcev_alternative_mode_12,fcev_alternative_mode_12_x,fcev_convenience,fcev_pay,fcev_fuel_cost_week,fcev_fuel_cost_month,fcev_compare_cost,fcev_cost_importance,fcev_incentives_1,fcev_incentives_2,fcev_incentives_3,fcev_incentives_4,fcev_incentives_5,fcev_incentives_6,fcev_incentives_7,fcev_incentives_8,fcev_experience,fcev_recommend,fcev_confidence,fcev_confidence_4_x
191233,1,2018,TOYOTA,,6,1,120, ,1, , ,100,10,3,2,2, ,5, ,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,2,5,5,6,5,5,1,1,4,7,5, , 
191236,2,2017,TOYOTA,,6,1,250, ,1, , ,50,5,4,3,1, ,7, ,0,1,0,1,20, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,3,7,7,7,4,3,7,2,2,7,5,1, 
191237,1,2016,TOYOTA,,6,1, ,500, ,2, ,60,5,4,1, , , ,10,1,0,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,1,4, , ,5,3,7,5,7,5,5,1,2,1,7,5, , 
191409,2,2016,TOYOTA,,6,1,200, ,1, , ,50,5,2,2,1, ,8, ,1,0,0,2, , , , , , , , , , , , , , , ,4,4, , ,5,1,5,5,5,2,5,1,1,1,5,4,1, 
191246,1,2018,TOYOTA,,6,1,350, ,2, , ,40,4,2,2,1, ,3, ,1,0,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,5,7,5,4,5,4,1,1,2,7,5,2, 
191260,1,2017,HONDA,,6,3,200, ,1, , ,175,6,3,1, , ,12, ,0,0,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,1,7,3,3,2,4,7,2,3,6,5, , 
191259,1,2017,HONDA,,6,3, ,999,2, , ,100,4,3,4,1, ,15, ,0,0,1,1,2, ,0,1,0,0,1,0,0,0,0,1,0,0, ,3,4, , ,5,1,7,4,7,7,5,7,1,1,3,2, , 
191245,1,2017,TOYOTA,,6,1,225, , ,5,25, ,8,2,2,2, ,5, ,0,0,1,1,3, ,0,0,0,1,0,0,0,0,0,0,0,0, ,5,4, , ,1,4,7,5,7,4,5,1,2,3,5,4, , 
191243,1,2018,HONDA,,6,3,250, ,1, , ,50,5,3,4,2, ,3, ,1,0,0,1,12, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,2,3,2,3,5,1,1,4,4,3, , 
191242,2,2019,TOYOTA,,6,1,350, ,3, ,30, ,5,3,2,2, ,10, ,0,1,0,1,2, ,1,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,5,5,5,5,5,5,3,3,4,6,4,1, 
191239,1,2017,TOYOTA,,6,1,300, ,2, , ,80,5,2,3,2, ,5, ,1,1,0,1,30, ,0,1,0,0,0,0,1,0,0,0,0,0, ,5,4, , ,5,5,6,5,1,4,5,6,4,5,7,5, , 
191249,3,2017,HONDA,,6,3,65, ,2, ,25, ,5,3,3,1, ,10, ,1,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,2,4,4,4,4,4,2,2,5,5,3, , 
191255,1,2016,TOYOTA,,6,1, ,915,1, , ,60,6,4,4,2, ,4, ,0,0,1,1,3, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,4,5,5,5,3,5,2,4,5,5,2,1, 
191263,3,2018,TOYOTA,,6,1,250, ,5, ,30, ,5,2,3,2, , ,25,0,1,0,2, , , , , , , , , , , , , , , ,5,4, , ,1,4,7,4,7,7,5,7,6,5,4,3, , 
191272,1,2017,HONDA,,6,3, ,600, ,4, ,20,10,3,2,1, ,14, ,0,0,1,1,5, ,1,1,0,0,0,0,0,0,0,0,1,0, ,5,4, , ,5,4,1,5,1,5,5,1,1,5,7,2, , 
191279,2,2017,TOYOTA,,6,1,225, ,2, , ,50,6,3,4,2, ,20, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,5,1,5,1,5,5,3,4,1,4,2,1, 
191280,1,2016,TOYOTA,,6,1,300, ,1, , ,10,5,2,2,2, ,4, ,1,1,0,1,1, ,1,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,3,1,7,3,7,2,3,2,1,5,4,3, , 
191285,1,2017,TOYOTA,,6,1, ,600,1, , ,80,3,2,2,1, ,3, ,1,0,0,2, , , , , , , , , , , , , , , ,3,3,30, ,3,3,2,2,3,3,3,2,2,3,4,4, , 
191291,2,2017,TOYOTA,,6,1,250, ,2, , ,100,5,3,3,2, ,6, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,4,7,4,7,3,5,4,1,4,5,4,2, 
191295,1,2016,TOYOTA,,6,1, ,400, ,1,100, ,5,4,1, , , ,4,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,2,4,4,4,4,4,4,2,1,4,7,5,1, 
191304,3,2017,HONDA,,6,3,250, ,1, , ,40,6,2,2,2, ,5, ,0,0,1,1,3, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,5,7,5,7,5,5,7,7,7,4,3, , 
191298,2,2016,TOYOTA,,6,1,275, ,2, ,30, ,5,3,4,1, ,5, ,1,0,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,4,5,5,5,5,5,5,3,5,4,4,2, 
191314,1,2017,TOYOTA,,6,1,400, ,2, , ,75,4,1,3,2, ,5, ,1,0,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,7,4,7,3,5,1,2,5,4,3, , 
191307,1,2019,TOYOTA,,6,1,250, ,5, ,20, ,30,3,1, , ,25, ,0,0,1,2, , , , , , , , , , , , , , , ,1,4, , ,5,3,5,5,5,4,5,3,3,4,4,4,1, 
191428,1,2017,HONDA,,6,3,300, ,1, , ,60,5,4,3,2, ,10, ,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,4,3,4,4,3,5,3,3,3,4,4,1, 
191397,1,2017,HONDA,,6,3,150, , ,3, ,50,8,2,1, , ,4, ,0,0,1,1, ,4,1,0,0,0,0,0,1,0,0,0,1,0, ,5,4, , ,4,5,5,5,5,5,5,3,5,5,6,4, , 
191330,2,2017,TOYOTA,,6,1, ,300,1, , ,40,5,3,4,2, ,5, ,1,1,0,1,10, ,1,0,0,0,0,0,0,0,0,1,0,0, ,2,4, , ,4,5,4,4,4,5,5,6,6,5,6,4, , 
191342,1,2018,TOYOTA,,6,1, ,540,1, , ,50,10,3,3,1, ,7, ,0,0,1,1,6, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,5,5,5,5,4,5,1,1,5,5,5, , 
191351,3,2017,TOYOTA,,6,1,250, ,1, ,50, ,6,3,1, , ,3, ,1,0,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,2,4,1,5,1,4,5,1,4,4,7,5, , 
191346,3,2017,HONDA,,6,3,400, ,1, , ,30,4,2,4,1, ,4, ,1,1,0,2, , , , , , , , , , , , , , , ,4,4, , ,3,1,1,1,1,1,1,1,1,4,6,1,1, 
191350,1,2017,TOYOTA,,6,1,250, , ,5, ,40,5,2,3,1, ,6, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,1,6,4,6,4,5,7,3,5,4,4, , 
191353,1,2017,HONDA,,6,3, ,300,1, , ,3,4,4,1, , ,3, ,1,0,0,2, , , , , , , , , , , , , , , ,3,4, , ,1,1,7,5,7,7,5,7,7,4,7,5, , 
191359,1,2016,TOYOTA,,6,1,300, ,7, , ,20,5,2,3,2, ,10, ,0,1,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,1,4,4,3,4,1,1,5,3,1, , 
191365,1,2017,HONDA,,6,3, ,400, ,2,50,120,6,4,1, , ,2, ,1,0,0,2, , , , , , , , , , , , , , , ,3,4, , ,4,3,6,4,3,3,4,1,4,4,7,4, , 
191356,1,2017,TOYOTA,,6,1,250, ,1, , ,30,4,4,2,1, ,10, ,0,1,0,1,4, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,7,4,4,5,5,1,1,2,5,2, , 
191373,3,2019,TOYOTA,,6,1,350, ,1, ,250, ,5,3,2,1, ,25, ,0,1,0,1,8, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,3,3,3,3,5,3,1,1,4,7,5,1, 
191369,1,2017,TOYOTA,,6,3,400, ,5, ,10, ,60,2,3,1, ,60, ,0,0,1,1,3, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,2,250, ,5,2,5,5,5,4,5,5,3,5,7,4,2, 
191379,1,2017,HONDA,,6,3,288, ,1, , ,50,5,3,1, , ,6, ,1,0,0,2, , , , , , , , , , , , , , , ,2,4, , ,1,1,5,5,5,4,5,2,2,5,7,5, , 
191400,1,2017,HONDA,,6,3,250, , ,3, ,80,5,4,2,1, ,3, ,1,0,0,2, , , , , , , , , , , , , , , ,4,4, , ,5,1,7,5,7,4,5,7,2,5,5,4, , 
191406,1,2017,TOYOTA,,6,1,100, ,5, , ,1,90,1,4,3, ,1, ,0,0,1,1,1, ,0,0,0,0,0,0,0,0,0,0,1,0, ,5,4, , ,5,5,7,5,7,7,7,7,7,5,4,3, , 
191410,1,2017,TOYOTA,,6,1,250, ,1, , ,50,7,2,1, , ,5, ,0,0,1,1,3, ,0,0,0,0,0,0,1,1,0,0,1,0, ,4,4, , ,3,4,7,4,7,5,5,1,3,5,6,4, , 
191417,2,2017,TOYOTA,,6,1,250, ,1, , ,80,10,3,2,1, , ,10,0,0,1,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,4,4,4,4,3,5,3,3,4,5,4, , 
191418,1,2017,TOYOTA,,6,1, ,850,1, , ,240,8,4,3,1, ,5, ,0,0,1,1,15, ,1,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,3,7,5,5,4,5,7,6,5,3,2, , 
191422,2,2018,TOYOTA,,6,1, ,999,2, , ,40,5,2,3,2, , ,5,1,0,0,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,6,5,6,6,5,4,4,4,4,3, , 
191439,1,2017,TOYOTA,,6,1, ,850,2, , ,25,5,3,2,2, ,5, ,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,7,5,5,5,5,2,5,5,3,1, , 
191444,2,2018,HONDA,,6,3,200, , ,4, ,50,14,3,2,1, ,5, ,1,1,0,2, , , , , , , , , , , , , , , ,3,4, , ,5,4,6,5,5,2,5,6,5,5,4,3,1, 
191440,1,2016,TOYOTA,,6,1, ,625,1, ,25, ,5,4,3,2, ,5, ,1,0,0,1,2, ,0,1,0,0,0,0,1,0,0,0,0,0, ,4,4, , ,1,4,7,5,5,4,5,1,4,5,5,3, , 
191441,3,2016,HONDA,,6,2,200, ,2, ,15, ,10,1,1, , ,18, ,0,0,1,1,6, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,5,5,5,5,5,5,6,4,5,7,5, , 
191476,2,2017,HONDA,,6,3,375, ,2, ,260, ,5,3,3,3, ,5, ,1,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,3,6,2,1,3,3,1,2,4,7,5, , 
191458,2,2017,TOYOTA,,6,1,400, ,2, , ,50,7,3,4,2, ,18, ,0,0,1,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,1,2,4,2,2,4,6,2,5,4,3, , 
191461,2,2016,TOYOTA,,6,1, ,500, ,3, ,50,5,4,1, , ,9, ,0,0,1,2, , , , , , , , , , , , , , , ,5,4, , ,3,4,7,5,7,7,5,7,7,5,7,4, , 
191546,1,2017,TOYOTA,,6,1, ,500,1, , ,40,7,3,2,1, , ,8,0,0,1,2, , , , , , , , , , , , , , , ,4,4, , ,5,5,6,4,5,7,5,1,3,3,7,5, , 
191522,1,2018,HONDA,,6,3,230, , ,3,100, ,5,4,3,1, ,18, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,2,6,1,6,5,3,6,1,5,7,5, , 
191496,1,2017,HONDA,,6,3,154, ,1, ,20, ,6,4,4,2, ,2, ,1,0,0,2, , , , , , , , , , , , , , , ,1,4, , ,4,4,7,5,7,5,5,7,5,5,7,5, , 
191617,1,2017,TOYOTA,,6,1,200, ,1, , , ,15,3,1, , ,10, ,1,0,0,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,1,2,0, ,1,5,5,5,5,5,5,4,5,5,7,5, , 
191495,2,2017,HONDA,,6,3, ,999,1, , ,75,5,3,3,2, ,10, ,0,0,1,1,6, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,7,4,7,3,4,7,2,7,4,3,1, 
191492,1,2017,HONDA,,6,3,300, ,1, , ,40,4,3,2,2, ,12, ,0,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,3,3,1,1,1,4,3,1,2,4,6,4, , 
191499,1,2017,TOYOTA,,6,1,250, ,1, , ,50,5,2,1, , ,8, ,1,0,0,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,5,3,7,5,7,5,5,7,5,5,4,3,1, 
191515,3,2017,TOYOTA,,6,1, ,500, ,3, ,50,5,2,2,1, ,15, ,0,0,1,1,5, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,3,1,1,1,5,5,3,1,5,7,5, , 
191508,1,2018,TOYOTA,,6,1,250, ,2, ,14, ,5,2,2,1, ,8, ,0,1,0,1,3, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,3,4,7,5,5,5,5,5,3,5,4,4, , 
191507,1,2017,HONDA,,6,3,250, ,1, , ,25,10,3,2,1, ,1, ,1,0,0,1,50, ,1,1,0,1,0,0,0,0,0,0,0,0, ,5,4, , ,5,4,5,5,5,4,5,1,4,5,4,2, , 
191502,2,2017,TOYOTA,,6,1, ,850,2, ,50, ,5,2,1, , ,5, ,1,1,0,1,2, ,1,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,5,5,5,5,5,5,6,3,5,7,5, , 
191501,2,2017,TOYOTA,,6,1,320, ,1, ,50, ,5,3,3,1, ,3, ,1,0,0,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,2,7,4,7,4,5,2,2,3,5,5,1, 
191511,3,2017,TOYOTA,,6,1,200, ,1, ,60, ,5,2,3,1, , ,15,0,0,1,1, ,2,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,1,2,2,3,3,2,1,5,4,2,1, 
191512,1,2017,TOYOTA,,6,1, ,999,1, ,33, ,7,2,2,1, ,17, ,0,0,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,3,3,7,5,7,5,5,4,4,5,5,4, , 
191531,2,2017,TOYOTA,,6,1,70, , ,2, ,15,6,3,1, , ,11, ,0,1,0,1,2, ,1,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,1,5,5,5,5,5,7,5,5,7,5, , 
191526,1,2017,TOYOTA,,6,1,250, ,1, ,25, ,5,3,3,2, ,5, ,1,0,0,1,3, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,1,6,4,4,4,5,7,5,5,5,3, , 
191529,1,2017,HONDA,,6,3,380, ,1, ,150, ,4,3,3,3, ,110, ,1,1,0,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,1,5,5,5,5,5,5,5,5,7,5, , 
191536,1,2017,TOYOTA,,6,1, ,700, ,4, ,60,3,3,2,2, ,3, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,1,0, ,3,4, , ,2,4,4,5,6,4,5,7,4,5,7,4, , 
191568,3,2018,TOYOTA,,6,1,100, , ,2,100, ,5,2,1, , ,1, ,1,0,0,2, , , , , , , , , , , , , , , ,5,4, , ,3,3,2,5,4,5,5,4,4,2,7,5, , 
191545,1,2017,HONDA,,6,3,100, , ,2, ,75,5,4,2,1, ,2, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,4,3,5,4,3,5,5,1,2,3,4,3, , 
191554,1,2017,TOYOTA,,6,1,30, , ,2,50, ,5,3,1, , ,25, ,0,0,1,1,20, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,4,4,4,4,4,4,1,4,3,4,3, , 
191560,3,2017,TOYOTA,,6,1,250, ,1, , ,50,3,3,4,1, ,5, ,0,1,0,2, , , , , , , , , , , , , , , ,3,4, , ,3,4,4,4,4,4,4,4,4,4,5,5, , 
191567,4,2017,HONDA,,6,3,250, ,2, , ,120,5,3,2,1, , ,35,0,0,1,2, , , , , , , , , , , , , , , ,4,4, , ,4,4,6,5,5,5,5,6,7,3,5,5, , 
191565,2,2017,HONDA,,6,3,300, ,1, , ,50,10,3,2,2, ,30, ,0,1,0,1,2, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,5,7,5,7,5,5,7,3,5,5,4, , 
191569,1,2018,TOYOTA,,6,1,400, ,3, ,25, ,5,3,4,1, ,8, ,0,1,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,3,6,4,6,4,3,6,7,3,7,5, , 
191572,1,2017,TOYOTA,,6,1, ,900,1, , ,100,5,2,2,2, ,5, ,0,0,1,1,5, ,1,0,0,0,0,0,0,0,0,0,0,0, ,2,4, , ,1,3,1,5,4,4,4,1,2,5,6,3, , 
191589,2,2017,HONDA,,6,3, ,166, ,6, ,70,5,2,3,1, ,25, ,1,1,0,1,2, ,1,1,0,1,0,0,0,0,0,0,0,0, ,5,4, , ,4,4,6,5,6,6,5,6,5,5,5,4, , 
191591,2,2017,TOYOTA,,6,1,200, ,1, , ,80,5,4,3,1, , ,7,1,0,0,2, , , , , , , , , , , , , , , ,4,4, , ,1,4,5,5,6,6,5,6,4,3,4,2, , 
191603,3,2017,TOYOTA,,6,1, ,900,1, , ,55,10,3,4,1, ,35, ,0,0,1,1,10, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,3,5,5,1,5,1,2,2,5,5, , 
191606,1,2016,TOYOTA,,6,1, ,900,1, ,25, ,5,3,2,1, ,3, ,1,0,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,4,5,5,5,5,5,6,3,3,7,5, , 
191613,1,2018,TOYOTA,,6,1,100, ,1, , ,100,5,3,1, , , ,10,0,1,0,2, , , , , , , , , , , , , , , ,3,4, , ,5,4,6,5,7,4,5,4,4,7,7,5, , 
191612,1,2017,TOYOTA,,6,1, ,400, ,3, ,70,5,3,2,1, ,2, ,1,0,0,2, , , , , , , , , , , , , , , ,4,4, , ,1,3,6,5,6,5,5,7,1,5,5,4, , 
191624,1,2019,TOYOTA,,6,1,200, ,1, ,20, ,8,2,1, , ,8, ,0,0,1,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,5,6,5,6,5,5,4,4,5,7,5, , 
191627,1,2017,HONDA,,6,3,300, ,1, , ,100,5,3,4,3, ,5, ,1,0,0,1,2, ,1,1,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,2,1,5,1,4,5,1,4,5,5,4, , 
191632,1,2017,HONDA,,6,3,170, ,2, , ,20,5,2,2,1, , ,5,1,0,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,5,2,5,5,5,5,5,1,1,5,3,2, , 
191643,2,2018,TOYOTA,,6,1,100, ,100, , ,60,5,3,3,1, ,2, ,1,0,0,1,12, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,1,3,5,5,5,5,5,7,3,5,4,4, , 
191651,1,2017,HONDA,,6,3,500, ,3, , ,150,7,3,3,3, , ,15,1,0,0,1,5, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,3,5,5,5,5,5,3,5,5,4,2, , 
191657,1,2017,TOYOTA,,6,1,70, , ,1,240, ,5,3,1, , ,12, ,0,0,1,2, , , , , , , , , , , , , , , ,3,4, , ,4,1,2,2,2,1,2,1,2,2,7,5, , 
191654,1,2016,TOYOTA,,6,1,220, ,1, ,15, ,8,2,2,1, ,3, ,1,1,0,1,10, ,1,0,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,5,1,7,7,7,5,4,1,1,2,7,4,1, 
191662,1,2017,TOYOTA,,6,1, ,900, ,4, ,100,5,3,2,1, ,3, ,1,0,0,1,3, ,0,1,0,1,0,0,0,0,0,0,0,0, ,1,4, , ,4,3,6,5,7,1,5,7,7,5,6,5, , 
191674,1,2018,TOYOTA,,6,1,175, , ,3, ,25,10,3,1, , ,2, ,1,0,0,1, ,3,0,1,0,0,0,0,0,0,0,0,0,0, ,3,2, ,200,5,4,5,5,5,5,5,3,5,3,7,5,1, 
191676,1,2017,TOYOTA,,6,1,250, ,2, , ,80,6,2,2,1, ,3, ,1,1,0,1,1, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,4,1,4,4,4,4,5,1,4,5,3,2, , 
191675,1,2017,TOYOTA,,6,1,500, ,2, , ,50,5,4,4,3, , ,5,1,0,0,1,3, ,1,0,0,0,0,0,0,0,0,0,1,0, ,2,4, , ,1,4,4,4,4,2,5,7,3,4,5,4,1, 
191691,2,2017,TOYOTA,,6,1,100, , ,4, ,100,4,4,1, , ,15, ,0,1,0,2, , , , , , , , , , , , , , , ,3,4, , ,5,4,4,5,6,4,5,6,2,4,7,5, , 
191692,1,2017,HONDA,,6,3,350, ,2, ,30, ,8,1,2,1, ,30, ,0,1,0,1,4, ,0,1,0,0,0,0,0,0,0,0,0,0, ,5,4, , ,3,5,5,5,5,5,5,1,5,5,3,2, , 
191693,2,2017,HONDA,,6,3,250, ,1, , ,20,5,4,3,1, ,3, ,1,1,0,1,5, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,2,7,3,7,4,5,1,1,1,6,4, , 
191699,3,2017,TOYOTA,,6,1,275, , ,5, ,50,4,3,4,3, ,3, ,1,0,0,1,7, ,1,1,0,0,0,0,0,1,0,0,1,0, ,4,4, , ,3,2,6,3,6,4,4,7,2,4,7,5,1, 
191722,5,2017,TOYOTA,,6,1,100, ,1, ,50, ,5,2,1, , ,4, ,0,1,0,1,2, ,1,0,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,5,5,7,5,7,5,5,1,1,1,7,5, , 
191730,2,2017,HONDA,,6,3,300, ,1, , ,40,5,2,4,2, ,13, ,0,1,0,1,5, ,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,4,3,6,5,7,4,5,7,2,5,5,3,2, 
191889,2,2017,HONDA,,6,3,300, ,1, , ,30,6,3,3,1, ,3, ,1,1,0,1,3, ,0,1,0,0,0,0,0,0,0,0,0,0, ,3,4, , ,4,1,5,5,7,1,5,1,5,5,7,5, , 
192280,1,2017,HONDA,,6,3,200, ,7, ,25, ,10,3,3,2, ,8, ,0,0,1,2, , , , , , , , , , , , , , , ,4,4, , ,3,3,5,5,5,5,5,4,3,3,6,4,2, 
192357,1,2018,TOYOTA,,6,1,200, ,1, ,25, ,8,3,1, , ,250, ,1,0,0,1,1, ,0,0,0,1,0,0,1,0,0,1,1,0, ,2,4, , ,3,5,5,5,5,5,5,5,5,5,4,3, , 
193937,1,2017,TOYOTA,,6,1,750, ,4, ,50, ,3,2,4,2, ,35, ,0,0,1,1,50, ,1,1,0,0,0,0,0,0,0,0,1,0, ,4,2,150, ,4,3,5,5,5,5,5,2,5,5,7,5, , 
193948,2,2018,TOYOTA,,6,1, ,670,1, ,25, ,5,4,2,1, ,8, ,0,1,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,4,4, , ,1,5,5,5,5,5,5,6,5,5,7,5, , 
